med_event_ID,conflict_country,conflict_counry_ID,conflict_id,med_location - MULTISELECT,med_loc_cty,med_loc_x,med_loc_y,Day,Month,Year,third_party,third_party_id_GLOPAD,third_party_id,third_party_id_PAX,num_med,med_scope,individual_med_named,groupings_mechanisms,local_parties,local_party_id,local_indiv_group,num_local,if_loc_belig,agmt,agmt_name,agmt_id_PAX,Summary,source_urls,shuttle,med_type
SUD202012-18,Sudan,625,,Khartoum,Sudan,32.5,15.6,8,12,2020,UNITAMS; UNAMID,GP-85;IGO_950,;IGO_950,;,2,P,Jeremiah Mambolo; Stephanie Khoury,,Sudan Revolutionary Front,NL,,1,,0,,,"Stephanie Khoury, the head of the Khartoum office for UNITAMS, also participated in the workshop. On December 8, Khoury met with UNAMID Joint Special Representative/Joint Chief Mediator, Jeremiah Mamabolo and leaders of the Sudan Revolutionary Front in Khartoum. During the meeting, the parties discussed UN support to Sudan’s transition and the country’s National Protection of Civilians Plan.UNITAMS will be established at the beginning of 2021. It will not have a peacekeeping mandate, but will assist the government of Sudan to support the maintenance, monitoring, and building of peace. UNITAMS will be based on chapter VI of the United Nations Charter. UNAMID, which will exit Sudan on December 31, is based on Chapter VII, which allows the peacekeepers to use force in order to prevent violent conflict.",https://www.dabangasudan.org/en/all-news/article/civil-society-orgs-sudanese-gov-and-splm-n-rebels-must-negotiate-for-peace,0,MR
SUD202012-19,Sudan,625,,Virtual,,Virtual,Virtual,18,12,2020,UNITAMS; UNDP; USAID,GP-85;IGO_64;OTH_284,;IGO_64;OTH_284,;;2,3,H,,,Sudan,112,,1,1,0,,,"Representatives of the Sudanese government, the new UN Integrated Transition Assistance Mission in Sudan (UNITAMS), the United Nations Development Programme (UNDP), the United States Agency for International Development (USAID), and the United Nations Disarmament, Demobilization and Reintegration programme were present at a video conference on implementation of the Juba Peace Agreement. The Commissioner General of the Sudanese Disarmament Commission, Maj Gen Abdelrahman Abdelhamid, praised the workshop that was held in Khartoum yesterday, along with the keenness to implement the Juba Peace Agreement with the aim of achieving peace and stability in Sudan.The Commissioner General told reporters in Khartoum that the workshop achieved “many gains that enable the Commission to implement its programmes in the coming period, in cooperation with international and regional partners.”",https://www.dabangasudan.org/en/all-news/article/civil-society-orgs-sudanese-gov-and-splm-n-rebels-must-negotiate-for-peace,0,MR
SUD202012-20,Sudan,625,,Khartoum,Sudan,32.5,15.6,27,12,2020,Egypt,CON_82,CON_82,651,1,H,,,Beja Congress,ACLED,Osama Saeed,1,,0,,,"In a statement, the Beja Opposition Conference said that the leaders who signed the eastern Sudan track are open to a dialogue with those who rejected the agreement and aim to reach a common understanding that will benefit the people of the east....On Sunday, Saeed also met with Hossam Issa, Egypt's ambassador in Khartoum, as Egypt is one of the signatories of the Juba Peace Agreement. The meeting dealt specifically with the difficulties and challenges that came up in the implementation of the eastern Sudan track.",https://www.dabangasudan.org/en/all-news/article/hemeti-meets-with-beja-opposition-conference-to-discuss-eastern-sudan-peace-track,0,MR
SUD202012-21,Sudan,625,,Khartoum,Sudan,32.5,15.6,28,12,2020,South Sudan,CON_173,CON_173,626,1,H,,Juba Peace Process,Beja Congress; Transitional Sovereignty Council,ACLED;PAAX,Osama Saeed,2+,1,0,,,"Yesterday, Vice President of the Sovereign Council Lt Gen Mohamed Hamdan Dagalo, 'Hemeti' met with President of the Beja Opposition Conference Osama Saeed in Khartoum to discuss the eastern Sudan peace track protocol. Hemeti affirmed the government's desire to implement the eastern Sudan track protocol.During yesterday’s meeting, Hemeti also stated the government’s intention to not undermine the agreements that were achieved in the interests of the people of eastern Sudan in the Juba Peace Agreement.In a statement, the Beja Opposition Conference said that the leaders who signed the eastern Sudan track are open to a dialogue with those who rejected the agreement and aim to reach a common understanding that will benefit the people of the east.After the meeting, Saeed travelled to Juba to consult with the mediation committee about the difficulties that are faced in the process of implementing the peace agreement.On Sunday, Saeed also met with Hossam Issa, Egypt's ambassador in Khartoum, as Egypt is one of the signatories of the Juba Peace Agreement. The meeting dealt specifically with the difficulties and challenges that came up in the implementation of the eastern Sudan track.",https://www.dabangasudan.org/en/all-news/article/hemeti-meets-with-beja-opposition-conference-to-discuss-eastern-sudan-peace-track,0,M
SUD202101-15,Sudan,625,,unknown,,,,3,1,2021,South Africa; AU,CON_221;IGO_87,CON_221;IGO_87,560;,2,P,,GERD,Egypt; Sudan; Ethiopia,117;112;97,,2+,1,0,,,"The three Nile Valleys countries met Sunday in the latest push by South Africa, the current chairman of the African Union, which is mediating a deal between Egypt, Sudan and Ethiopia.",http://www.tadias.com/01/06/2021/gerd-us-treasury-chief-mnuchin-meets-egypts-leader-discuss-ethiopias-dam/,0,M
SUD202103-15,Sudan,625,,Juba,South Sudan,31.6,4.85,19,3,2021,UNITAMS; South Sudan,GP-85;CON_173,;CON_173,;626,2,P,Volker Perthes,,SLM/A-Nur:,NL,,1,1,0,,,"From Port Sudan, Perthes will travel to the capital of South Sudan, Juba, where he will meet Abdelwahid El Nur, leader of the Sudan Liberation Movement (SLM-AW).",https://www.dabangasudan.org/en/all-news/article/unitams-head-visits-kassala-and-port-sudan,0,MR
SUD202104-16,Sudan,625,,unknown,,,,21,4,2021,United States,CON_3,CON_3,2,1,P,Donald Booth,Juba Peace Process,Transitional Sovereignty Council,PAAX,,1,1,0,,,"At the request of Prime Minister Abdallah Hamdok, US. Special Envoy to Sudan Donald Booth, who manages day-to-day African affairs at the State Department, is set to travel to Sudan to offer his government's guarantorship of the peace process.","https://www.africaintelligence.com/eastern-and-southern-africa_diplomacy/2021/04/21/biden-to-become-juba-accord-s-official-sponsor,109659691-ar1",0,MR
SUD202105-13,Sudan,625,,unknown,,,,9,5,2021,UAE,CON_591,CON_591,696,1,H,Mohammed bin Zayed,GERD,Sudan,112,Abdel Fattah al-Burhan; Khaled Omer Youssef,1,1,0,,,"May 9, 2021 (KHARTOUM) – Abdel Fattah al-Burhan Chairman of the Transitional Sovereign Council and Abu Dhabi Crown Prince Mohammed bin Zayed discussed the Emirati initiatives on the border dispute between Sudan and Ethiopia and the stalled Grand Ethiopian Renaissance Dam.Al-Burhan arrived in Abu Dhabi on Sunday accompanied by the Sudanese Cabinet Minister Khaled Omer Youssef.He and Abu Dhabi Crown Prince held a meeting to discuss the two issues after his arrival to the United Arab Emirates.In a statement released after the meeting, the Sovereign Council said the meeting dealt with developments on the eastern borders of Sudan with Ethiopia and the GERD issue.",http://www.sudantribune.com/spip.php?article67647,0,MR
SUD202110-21,Sudan,625,,El Fasher,Sudan,25.35,13.6306,3,10,2021,UNITAMS,GP-85,,,1,P,,Darfur Permanent Ceasefire Committee,Transitional Sovereignty Council; Sudanese Alliance; GSLF: Gathering of Sudan Liberation Forces; SLM/A-Minnawi: Sudan Liberation Movement/Army ; SLM/A-Transitional Council: Sudan Liberation Movement/Army ; JEM: Justice and Equality Movement; SPLM-N-Agar: Sudan People's Liberation Movement ; Beja Congress; Sudanese Kush Liberation Movement; Democratic Union Party - Sudan Revolutionary Front; The Third Front/Tamazuj; SLM/A: Sudan Liberation Movement/Army; The Northern Entity; UPFLJ: United Popular Front for Liberation and Justice,PAAX;ACLED;ACLED;265;4477;ACLED;98;ACLED;PAAX; NL;ACLED;6254;PAAX; NL,Minni Minawi,2+,1,0,,,"In consultation with the Joint High Military Committee for Security Arrangements, the Darfur Permanent Ceasefire Committee held its inaugural meeting on 3 and 4 October in El Fasher, North Darfur, with representatives of the transitional Government and signatory armed movements.",https://documents.un.org/doc/undoc/gen/n21/358/30/pdf/n2135830.pdf?token=ZHEpQ0vkl6e13tBl3R&fe=true,0,MR
SUD202110-22,Sudan,625,,Cairo,Egypt,31.2358,30.0444,12,10,2021,EU,IGO_5,IGO_5,,1,P,,GERD,Egypt; Sudan; Ethiopia,117;112;97,,2+,1,0,,,"During their meetings held from October 12-29, the EU has urged Egypt, Sudan, and Ethiopia to resume negotiations on the Grand Ethiopian Renaissance Dam (GERD) to reach a binding agreement on its filling and operation, as tensions have persisted since the dam's construction began in 2011.",https://english.aawsat.com/home/article/3273711/eu-says-reaching-agreement-gerd-inevitable,0,MR
SUD202110-23,Sudan,625,,Port Sudan,Sudan,37.2167,19.6167,14,10,2021,UNITAMS,GP-85,,,1,P,,,Beja Congress; Transitional Sovereignty Council; Sudan Revolutionary Front,ACLED;PAAX; NL,,2+,1,0,,,"UNITAMS delegation arrives in Port Sudan to engage in discussions with the Governor of Red Sea state and protesters regarding the closure of ports and highways, emphasizing the need for dialogue to address political and development issues in eastern Sudan.",https://www.dabangasudan.org/en/all-news/article/unitams-delegation-calls-for-dialogue-to-break-eastern-sudan-track-impasse,0,M
SUD202110-24,Sudan,625,,Khartoum,Sudan,32.5,15.6,23,10,2021,United States,CON_3,CON_3,2,1,P,Jeffrey Feltman,,Transitional Sovereignty Council,PAAX,Abdallah Hamdok; Abdel Fattah al-Burhan; Mohamed Hamdan Dagalo,2+,1,0,,,"Abdel Fattah al-Burhan reiterated his call for a broad-based government in Sudan during a joint meeting with U.S. Special Envoy Jeffrey Feltman, Prime Minister Abdallah Hamdok, and Hemetti, emphasizing the need to adhere to the Constitutional Document and the Juba Agreement to expand political participation....Feltman held a series of meetings on Sunday with the Sudanese leaders including Prime Minister Hamdok, Head of the Sovereign Council al-Burhan, his deputy Hemetti as well as some cabinet members and Darfur Governor…. Following a series of meetings with Sudanese leaders, including Prime Minister Hamdok and military officials, Jeffrey Feltman condemns the military takeover in Sudan as ""unacceptable.""",https://sudantribune.com/article222483/;https://sudantribune.com/article222503/;;https://sudantribune.com/article222503/,0,M
SUD202110-25,Sudan,625,,unknown,,,,24,10,2021,UNITAMS,GP-85,,,1,P,,Darfur Permanent Ceasefire Committee,Transitional Sovereignty Council; Rebels (Generic),PAAX;GLO-PAD,,2+,,0,,,The second meeting of the Committee was held on 24 and 25 October and was adjourned at the midpoint by consensus among all participants to allow for consultations on the next steps following the coup,https://documents.un.org/doc/undoc/gen/n21/358/30/pdf/n2135830.pdf?token=ZHEpQ0vkl6e13tBl3R&fe=true,0,MR
SUD202110-26,Sudan,625,,Virtual,,Virtual,Virtual,27,10,2021,Russia; United States,CON_21;CON_3,CON_21;CON_3,365;2,2,H,Jeffrey Feltman; Mihkail Bogdanov,,,,,0,,0,,,"On October 27, Bogdanov had a phone call with US Special Envoy for the Horn of Africa Jeffrey Feltman, after which the ministry issued an official statement. “The sides discussed the recent development in the Republic of Sudan. The Russian side underscored the need for prompt stabilization of the situation, settlement of the existing intra-Sudanese controversies via an inclusive dialogue with involvement of all political forces in the interest of achieving a national accord. And further the resolution of urgent social and economic problems of Sudan,” the Ministry said in its statement, adding that the Russian side “emphasized the unacceptability of external intervention in the internal affairs of this country.”",https://www.pressenza.com/2021/11/understanding-russias-special-interest-within-the-context-of-power-shift-in-sudan/,0,MR
SUD202110-27,Sudan,625,,unknown,,,,27,10,2021,Canada; France; Germany; Italy; Japan; Netherlands; Norway; Spain; Sweden; United Kingdom; United States; EU; UN,CON_11;CON_7;CON_2;CON_139;CON_294;CON_10;CON_81;CON_4;CON_593;CON_19;CON_3;IGO_5;IGO_49,CON_11;CON_7;CON_2;CON_139;CON_294;CON_10;CON_81;CON_4;CON_593;CON_19;CON_3;IGO_5;IGO_49,20;220;255;325;740;210;385;230;380;200;2;;,13,P,,Friends of Sudan,,,,0,,0,,,"Canada, France, Germany, Italy, Japan, the Kingdom of the Netherlands, Norway, Spain, Sweden, the United Kingdom, the United States, the European Union and the United Nations, as members of the Friends of Sudan Group, strongly condemn the ongoing military takeover in Sudan. We call for the immediate release of officials who have been unlawfully detained. The Friends of Sudan call for the restoration of all transitional arrangements and institutions as defined in the Constitutional Document.",https://unitams.unmissions.org/en/friends-sudan-group-statement-ongoing-military-takeover-sudan,0,MR
SUD202110-28,Sudan,625,,Khartoum,Sudan,32.5,15.6,28,10,2021,South Sudan,CON_173,CON_173,626,1,P,General Akol Koor Kuc,,Transitional Military Council,PAAX,Abdel Fattah al-Burhan; Mohamed Hamdan Dagalo,1,1,0,,,South Sudan’s President Salva Kiir has dispatched to Khartoum his head of the internal bureau of the National Security Service (NSS) days after the removal of the civilian-led transitional government.,https://sudantribune.com/article222611/,0,MR
SUD202110-29,Sudan,625,,Khartoum,Sudan,32.5,15.6,28,10,2021,UN; UNITAMS; United Kingdom; EU; Germany; France,IGO_49;GP-85;CON_19;IGO_5;CON_2;CON_7,IGO_49;;CON_19;IGO_5;CON_2;CON_7,;;200;;255;220,6,P,,,Sudan,112,Adallah Hamdok,1,1,0,,,"Western envoys, along with representatives from UNITAMS, met with deposed Prime Minister Abdalla Hamdok at his residence in Khartoum to discuss the situation following the coup.",http://www.businessghana.com/site/news/politics/249481/Western-envoys-meet-ousted-Sudan-PM-in-Khartoum,0,MR
SUD202110-30,Sudan,625,,Khartoum,Sudan,32.5,15.6,29,10,2021,UNITAMS,GP-85,,,1,P,Volker Perthes,,Sudan; Transitional Military Council,112;PAAX,Abdel Fattah al-Burhan; Abdallah Hamdok,2+,1,0,,,"The Special Representative of the Secretary-General, Volker Perthes, remains in constant contact with all sides to facilitate a political solution in line with the Constitutional Document. UNITAMS is actively coordinating with mediation efforts currently underway to facilitate an inclusive dialogue, which remains the only path toward a peaceful solution to the current crisis.",https://www.dabangasudan.org/en/all-news/article/gen-el-burhan-meets-unitams-head-to-discuss-crisis-in-sudan;https://www.keighleynews.co.uk/news/national/19684398.un-chief-presses-sudanese-army-reverse-coup;https://www.africa.com/mediation-efforts-to-resolve-sudan-crisis-underway-un-envoy-reports;https://allafrica.com/stories/202111020089.html;https://moderndiplomacy.eu/2021/11/03/mediation-efforts-to-resolve-sudan-crisis-underway;https://english.aawsat.com/home/article/3282821/sudan%E2%80%99s-hamdok-wants-coup-reversed-condition-dialogue;https://www.dabangasudan.org/en/all-news/article/hope-for-tangible-results-as-int-l-community-close-ranks-to-mediate-on-sudan-political-crisis;https://sudantribune.com/article222719;https://documents.un.org/doc/undoc/gen/n21/358/30/pdf/n2135830.pdf?token=ZHEpQ0vkl6e13tBl3R&fe=true;https://unitams.unmissions.org/en/srsg-statement-mediation-efforts;https://www.bignewsnetwork.com/news/271619698/un-envoy-for-sudan-discusses-options-for-mediation-with-prime-minister-hamdok,0,M
SUD202110-31,Sudan,625,,Rome,Italy,12.4828,41.8933,30,10,2021,United States; Congo; African Union,CON_3;CON_42;IGO_87,CON_3;CON_42;IGO_87,2;484;,3,P,Joe Biden; Felix Tsisekedi,,,,,0,,0,,,"U.S. President Joe Biden and President of Congo Felix Tshisekedi discussed the situation in Sudan and Ethiopia, focusing on the need to restore a transitional government in Sudan amidst international efforts to address the crisis…. They also discussed President Tshisekedi’s efforts as the AU Chair to promote peace and security in Africa, including the need to resolve the widening crisis in Ethiopia and restore the civilian-led transitional government in Sudan.",https://sudantribune.com/article222646/,0,MR
SUD202110-32,Sudan,625,,Khartoum,Sudan,32.5,15.6,31,10,2021,UNITAMS; South Sudan,GP-85;CON_173,;CON_173,;626,2,P,Tut Gatluak,,Transitional Military Council; Sudan,PAAX;112,Abdel Fattah al-Burhan; Abdallah Hamdok,2+,1,0,,,"South Sudan and UNITAMS engage in mediation efforts to address the post-coup political crisis in Sudan, with discussions focusing on bridging the gap between the military and civilian parties and resolving outstanding issues related to governance. The talks aim to reach a political solution to the crisis, emphasizing the need for all parties to engage in dialogue and adhere to previous agreements.",https://sudantribune.com/article222667/,0,M
SUD202110-33,Sudan,625,,East Sudan,Sudan,36,14,31,10,2021,UNITAMS,GP-85,,,1,P,,,Beja Congress; Transitional Military Council,ACLED;PAAX,,2+,,0,,,"UNITAMS also used its good offices to facilitate dialogue between tribal leaders in the east of the country and the transitional authorities with a view to building confidence and easing the closure of the eastern ports and roads, which was eventually ended following the coup.",https://documents.un.org/doc/undoc/gen/n21/358/30/pdf/n2135830.pdf?token=ZHEpQ0vkl6e13tBl3R&fe=true,0,M
SUD202111-25,Sudan,625,,Khartoum,Sudan,32.5,15.6,1,11,2021,United States; United Kingdom; Norway,CON_3;CON_19;CON_81,CON_3;CON_19;CON_81,2;200;385,3,P,Jeffrey Feltman,Troika,Sudan,112,Abdallah Hamdok,1,1,0,,,"U.S. Special Envoy Jeffrey Feltman arrives in Khartoum to join efforts to resolve the Sudanese crisis, as Prime Minister Hamdok meets with Troika ambassadors and rejects any arrangements in accordance with the coup decisions issued on October 25, calling for the release of detained government members and political leaders and the restoration of the transitional government.",https://sudantribune.com/article222676/;https://www.dabangasudan.org/en/all-news/article/hope-for-tangible-results-as-int-l-community-close-ranks-to-mediate-on-sudan-political-crisis,0,MR
SUD202111-26,Sudan,625,,unknown,,,,1,11,2021,Saudi Arabia; UAE; United States; United Kingdom,CON_419;CON_591;CON_3;CON_19,CON_419;CON_591;CON_3;CON_19,670;696;2;200,4,P,,Quartet,,,,0,,0,,,"Saudi Arabia and the United Arab Emirates (UAE), which enjoy close ties with Sudan's military, joined the United States and the United Kingdom on Wednesday by signing up to a statement urging the leaders of last week's coup to restore the civilian government.",https://www.middleeasteye.net/news/sudan-coup-saudi-arabia-uae-join-western-calls-against-military-takeover;https://apnews.com/article/middle-east-africa-sudan-united-states-united-arab-emirates-7d8fab0ff11b181f942b37ff20f618d0,0,MR
SUD202111-27,Sudan,625,,Khartoum,Sudan,32.5,15.6,2,11,2021,UNITAMS,GP-85,,,1,P,Volker Perthes,,Transitional Military Council; Sudan,PAAX;112,Abdel Fattah al-Burhan; Abdallah Hamdok,2+,1,0,,,"UN Special Envoy to Sudan, Volker Perthes, faces challenges in mediating the political crisis as Prime Minister Abdalla Hamdok insists on the return of the dismissed government officials and the Forces for Freedom and Change (FFC) reject dialogue with the military leadership.",https://english.aawsat.com/home/article/3280561/un-mediation-efforts-sudan-faces-hurdles;https://www.dabangasudan.org/en/all-news/article/hope-for-tangible-results-as-int-l-community-close-ranks-to-mediate-on-sudan-political-crisis,0,M
SUD202111-28,Sudan,625,,Khartoum,Sudan,32.5,15.6,3,11,2021,African Union,IGO_87,IGO_87,,1,P,Olusegun Obasanjo,,Transitional Military Council; Sudan,PAAX;112,Abdel Fattah al-Burhan; Abdallah Hamdok,2+,1,0,,,"The High Representative of the Chairperson of the African Union Commission and the former President of Nigeria, Chief Olusegun Obasanjo, arrived in Khartoum on Wednesday morning, to discuss the current crisis in the country.",https://www.dabangasudan.org/en/all-news/article/some-progress-in-sudan-mediation-as-coup-leader-el-burhan-pledges-to-release-detainees,0,M
SUD202111-29,Sudan,625,,Washington,United States,-77.0163,38.9047,3,11,2021,United States; Israel,CON_3;CON_76,CON_3;CON_76,2;666,2,P,Anthony Blinken; Benny Ganz,,,,,0,,0,,,"Citing Israeli and US officials, the report states that last week US Secretary of State Antony Blinken asked that Israel encourage al-Burhan to end the coup during a phone call with Israel's Defense Minister Benny Gantz.",https://www.i24news.tv/en/news/international/1635966457-report-us-asks-israel-to-press-sudan-military-chief-on-ending-coup;https://www.middleeasteye.net/news/sudan-coup-us-asks-israel-push-burhan-end,0,MR
SUD202111-30,Sudan,625,,unknown,,,,9,11,2021,UNITAMS,GP-85,,,1,P,,Darfur Permanent Ceasefire Committee,,,,2+,1,0,,,"As part of its tasks, the Committee also mobilized efforts to deescalate tensions in response to the outbreak of clashes on 9 November between signatories to the Juba Peace Agreement.",https://documents.un.org/doc/undoc/gen/n21/358/30/pdf/n2135830.pdf?token=ZHEpQ0vkl6e13tBl3R&fe=true,0,M
SUD202111-31,Sudan,625,,Khartoum,Sudan,32.5,15.6,12,11,2021,EU; Switzerland; United Kingdom; United States; Norway,IGO_5;CON_202;CON_19;CON_3;CON_81,IGO_5;CON_202;CON_19;CON_3;CON_81,;225;200;2;385,5,P,,Troika,,,,0,,0,,,"The European Union, Troika countries (Norway, the United Kingdom, and the United States), and Switzerland issued a joint statement expressing grave concern about the appointment of the new Sovereign Council by the Sudanese military. They urged an immediate return to transitional rule and emphasized the need for the restoration of Prime Minister Abdallah Hamdok and the civilian-led government, as well as the release of political detainees and the lifting of the state of emergency.",https://sudantribune.com/article222856/,0,MR
SUD202111-32,Sudan,625,,Khartoum,Sudan,32.5,15.6,16,11,2021,South Sudan,CON_173,CON_173,626,1,H,Tut Gatluak,,Transitional Military Council; Sudan,PAAX;112,Abdel Fattah al-Burhan; Abdallah Hamdok,2+,1,0,,,"South Sudanese President Salva Kiir said efforts to break a stalemate in the Sudanese crisis were continuing, pointing to the mediation team he had sent to Khartoum after a military coup.",https://sudantribune.com/article222919/,0,M
SUD202111-33,Sudan,625,,Khartoum,Sudan,32.5,15.6,16,11,2021,United States,CON_3,CON_3,2,1,P,Molly Phee,,Transitional Military Council; Sudan,PAAX;112,Abdel Fattah al-Burhan; Abdallah Hamdok; Maryam al-Saqid al-Mahdi,2+,1,0,,,"The US administration has intensified its diplomatic efforts to put the civilian-led transition process in Sudan back on track. US Assistant Secretary of State for African Affairs Molly Phee on Tuesday held meetings in Khartoum with Prime Minister Abdalla Hamdok, Foreign Minister Maryam Al-Sadiq Al-Mahdi, and Army General Abdel Fattah al-Burhan.",https://www.theeastafrican.co.ke/tea/rest-of-africa/sudan-s-burhan-to-welcome-ousted-pm-back-in-government-3621846;https://english.aawsat.com/home/article/3308861/us-official-discusses-sudan-crisis-burhan-hamdok;https://sudantribune.com/article222931/;https://www.sandiegouniontribune.com/news/nation-world/story/2021-11-17/sudan-minister-return-to-pre-coup-arrangement-unrealistic,0,M
SUD202111-34,Sudan,625,,South Sudan,South Sudan,30,8,19,11,2021,South Sudan; African Union; UN,CON_173;IGO_87;IGO_49,CON_173;IGO_87;IGO_49,626;;,3,P,,,,,,0,,0,,,"South Sudan, along with the African Union and the United Nations, called for coordinated and unified efforts to resolve the political crisis in Sudan, emphasizing the need for joint mediation and expressing concerns about external influences.",https://sudantribune.com/article226295/,0,MR
SUD202111-35,Sudan,625,,Cairo,Egypt,31.2358,30.0444,21,11,2021,United States,CON_3,CON_3,2,1,P,,GERD,;Egypt,NL;117,,1,1,0,,,"Egyptian officials discussed GERD challenges with US officials, emphasizing Egypt's flexibility in negotiations and the need for measures to protect downstream countries during dam filling.",https://english.aawsat.com/home/article/3316261/egypt-reviews-gerd-repercussions-us-officials,0,MR
SUD202111-36,Sudan,625,,unknown,,,,24,11,2021,African Union,IGO_87,IGO_87,,1,P,,,Transitional Military Council; Forces for Freedom and Change; Women's Group (Default); Youth Group (Default); Sudan,PAAX; NL;GLO-PAD;GLO-PAD;112,,2+,1,0,,,"The African Union's Peace and Security Council decided to dispatch a mission to Sudan to engage with authorities and stakeholders regarding the implementation of the transitional constitutional declaration, following a political agreement between Abdel Fatah Al Burhan and Abdallah Hamdok. The meeting highlighted the importance of dialogue, peaceful resolution of differences, and the inclusivity of women and youth in the transitional process. The PSC had previously suspended Sudan's membership in the African Union and directed the Chairperson of the African Union Commission to send an envoy to discuss the restoration of the transitional government and the constitutional declaration.",https://sudantribune.com/article226427/,0,M
SUD202112-22,Sudan,625,,unknown,,,,5,12,2021,UNITAMS,GP-85,,,1,P,Volker Perthes,,Resistance Committees,126,,1,,0,,,"On the evening of Sunday, 5 December, the Special Representative of the Secretary General of the United Nations for Sudan (SRSG), welcomed a group of representatives of the local Resistance Committees in Khartoum to the Headquarters of United Nations Integrated Transition Assistance Mission In Sudan (UNITAMS). This follows the SRSG’s invitation to various representatives of Resistance Committees to engage in discussion and share their views on political developments in Sudan and Sudan’s democratic transition.",https://unitams.unmissions.org/en/srsg-meeting-representatives-some-khartoum-state-resistance-committees,0,MR
SUD202112-23,Sudan,625,,Khartoum,Sudan,32.5,15.6,11,12,2021,South Sudan,CON_173,CON_173,626,1,P,Tut Gatluak,Juba Peace Process,Political Parties (Generic); Rebels (Generic),GLO-PAD;GLO-PAD,,2+,1,0,,,"Tut Gatluak arrived in Khartoum to discuss the implementation process of the Juba Peace Agreement, focusing on the eastern Sudan track, security arrangements for Darfur and the Two Areas, and the formation of a technocrat cabinet following the Hamdok-Burhan agreement.",https://sudantribune.com/article226639/,0,M
SUD202112-24,Sudan,625,,Virtual,,Virtual,Virtual,27,12,2021,Saudi Arabia,CON_419,CON_419,670,1,P,,,Transitional Military Council; Sudan,PAAX;112,Abdallah Hamdok; Abdel Fattah al-Burhan,2+,1,0,,,The Saudi Press Agency reported that Foreign Minister Prince Faisal bin Farhan Al Saud spoke with al-Burhan and Hamdok on Tuesday.,https://sudantribune.com/article253509/;https://sudantribune.com/article253509/,0,M
SUD202112-25,Sudan,625,,Virtual,,Virtual,Virtual,27,12,2021,United States,CON_3,CON_3,2,1,P,,,Sudan,112,Abdallah Hamdok,1,1,0,,,"Hamdok also received calls from the UN Secretary-General, the Arab League and the U.S. Special Envoy for the Horn of Africa. The officials discussed with the Sudanese prime minister the need to reconsider his decision and work for a genuine solution for the crisis.",https://sudantribune.com/article253509/,0,MR
SUD202112-26,Sudan,625,,Virtual,,Virtual,Virtual,27,12,2021,League of Arab States,IGO_346,IGO_346,,1,P,,,Sudan,112,Abdallah Hamdok,1,1,0,,,"Hamdok also received calls from the UN Secretary-General, the Arab League and the U.S. Special Envoy for the Horn of Africa. The officials discussed with the Sudanese prime minister the need to reconsider his decision and work for a genuine solution for the crisis.",https://sudantribune.com/article253509/,0,MR
SUD202112-27,Sudan,625,,Virtual,,Virtual,Virtual,27,12,2021,UN Secretary General,IGO_386,IGO_386,,1,P,,,Sudan,112,Abdallah Hamdok,1,1,0,,,"Hamdok also received calls from the UN Secretary-General, the Arab League and the U.S. Special Envoy for the Horn of Africa. The officials discussed with the Sudanese prime minister the need to reconsider his decision and work for a genuine solution for the crisis.",https://sudantribune.com/article253509/,0,MR
SUD202201-16,Sudan,625,,unknown,,,,4,1,2022,EU; United States; United Kingdom; Norway,IGO_5;CON_3;CON_19;CON_81,IGO_5;CON_3;CON_19;CON_81,;2;200;385,4,P,,Troika,,,,0,,0,,,"EU and Troika group (U.S., UK and Norway) 4 Jan called for appointment of new PM in accordance with 2019 Constitutional Declaration, which gives political coalition Forces for Freedom and Change (FFC) prerogative to select PM; head of Sovereign Council and leader of Oct coup Gen Abdel Fattah al-Burhan next day rejected call.",https://sudantribune.com/article253833/,0,MR
SUD202201-17,Sudan,625,,unknown,,,,6,1,2022,South Sudan,CON_173,CON_173,626,1,P,Tut Gatluak,,Forces for Freedom and Change; Sudanese Armed Forces,NL;127,,2+,1,0,,,"Tut Gatluak, South Sudan's presidential envoy, arrived in Khartoum to promote dialogue between Sudanese parties to end the current political crisis following the resignation of Prime Minister Abdalla Hamdok.",https://sudantribune.com/article253792/,0,M
SUD202201-18,Sudan,625,,unknown,,,,7,1,2022,United States,CON_3,CON_3,2,1,P,Molly Phee,,Local Leaders; Transitional Sovereignty Council; National Umma Party,NL;PAAX; NL,,2+,1,0,,,"Molly Phee, U.S. Assistant Secretary of State for African Affairs, discusses bilateral relations and the need for inclusive dialogue with Sudanese officials, including representatives from the Sovereign Council and the National Umma Party (NUP).",https://sudantribune.com/article253809/,0,MR
